busca,titulo,empresa,local,publicado_ha,salario,titulo_tratado,nivel,cidade,estado,remoto,dias_publicado,faixa_dias,regiao,salario_valor,faixa_salarial
engenheiro de machine learning,Arquiteto de Software PHP Laravel,Kalendae,Nova Lima,mais de 30 dias,Não informado,arquiteto de software php laravel,não informado,Nova Lima,MG,0.0,31,mais de 30 dias,Sudeste,,Não informado
engenheiro de machine learning,Especialista em inteligência artificial (1),Netvagas,Arujá,5 dia(s),Não informado,especialista em inteligencia artificial (1),especialista,Arujá,SP,0.0,5,1 a 5 dias,Sudeste,,Não informado
engenheiro de machine learning,Desenvolvedora Java Sênior - Vaga afirmativa para mulheres,B3,"São Paulo, São Paulo",7 dia(s),Não informado,desenvolvedora java senior - vaga afirmativa para mulheres,senior,São Paulo,SP,0.0,7,6 a 15 dias,Sudeste,,Não informado
engenheiro de machine learning,Especialista Senior em Streamlit,Capco,"São Paulo, São Paulo",mais de 30 dias,Não informado,especialista senior em streamlit,senior,São Paulo,SP,0.0,31,mais de 30 dias,Sudeste,,Não informado
engenheiro de machine learning,DESENVOLVEDOR(A) SÊNIOR – LLMs & REDES NEURAIS,SOLUCOES EM INTERNET SAPIENS SOLUTIONS LTDA,"São Paulo, São Paulo",mais de 30 dias,Não informado,desenvolvedor(a) senior  llms & redes neurais,senior,São Paulo,SP,0.0,31,mais de 30 dias,Sudeste,,Não informado
engenheiro de machine learning,Tech Lead Data Engineer,Hvar Consulting,"São Paulo, São Paulo",6 dia(s),Não informado,tech lead data engineer,coordenador,São Paulo,SP,0.0,6,6 a 15 dias,Sudeste,,Não informado
engenheiro de machine learning,CRM Tech Analyst | Salesforce Marketing Cloud,DUKO TECNOLOGIA DA INFORMACAO LTDA,"São Paulo, São Paulo",28 dia(s),Não informado,crm tech analyst | salesforce marketing cloud,não informado,São Paulo,SP,0.0,28,16 a 30 dias,Sudeste,,Não informado
engenheiro de machine learning,Tech Lead (Projetos de Dados),TOTVS,"São Paulo, São Paulo",mais de 30 dias,Não informado,tech lead (projetos de dados),coordenador,São Paulo,SP,0.0,31,mais de 30 dias,Sudeste,,Não informado
engenheiro de machine learning,Pessoa Analista de Marketing Sr,Grupo Marista,Curitiba,mais de 30 dias,Não informado,pessoa analista de marketing sr,senior,Curitiba,PR,0.0,31,mais de 30 dias,Sul,,Não informado
engenheiro de machine learning,Desenvolvedor(a) Python Sênior,Vetta Tecnologia,"São Paulo, São Paulo",mais de 30 dias,Não informado,desenvolvedor(a) python senior,senior,São Paulo,SP,0.0,31,mais de 30 dias,Sudeste,,Não informado
engenheiro de machine learning,Pessoa Desenvolvedora de Software (ADVPL) - Pleno e Sênior,TOTVS,"São Paulo, São Paulo",mais de 30 dias,Não informado,pessoa desenvolvedora de software (advpl) - pleno e senior,pleno,São Paulo,SP,0.0,31,mais de 30 dias,Sudeste,,Não informado
engenheiro de machine learning,Analista cientista de dados sr. (crédito e cobrança),Netvagas,"São Paulo, São Paulo",24h,Não informado,analista cientista de dados sr. (credito e cobranca),senior,São Paulo,SP,0.0,1,1 a 5 dias,Sudeste,,Não informado
engenheiro de machine learning,Pessoa Desenvolvedora Python Sênior IA - Cód 9511,Softplan + Starian,Trabalho remoto,mais de 30 dias,Não informado,pessoa desenvolvedora python senior ia - cod 9511,senior,,,1.0,31,mais de 30 dias,Desconhecido,,Não informado
engenheiro de machine learning,Analista pleno em modelagem,Netvagas,Barueri,4 dia(s),Não informado,analista pleno em modelagem,pleno,Barueri,SP,0.0,4,1 a 5 dias,Sudeste,,Não informado
engenheiro de machine learning,Auditor interno sr,Netvagas,Joinville,24h,Não informado,auditor interno sr,senior,Joinville,SC,0.0,1,1 a 5 dias,Sul,,Não informado
engenheiro de machine learning,Product Owner Técnico(a),Pix Force,"São Paulo, São Paulo",12 dia(s),Não informado,product owner tecnico(a),não informado,São Paulo,SP,0.0,12,6 a 15 dias,Sudeste,,Não informado
engenheiro de machine learning,Analista Tecnologia Sênior ( Full Stack ) - São Paulo SP ou Curitiba PR,BRF,"São Paulo, São Paulo",mais de 30 dias,Não informado,analista tecnologia senior ( full stack ) - sao paulo sp ou curitiba pr,senior,São Paulo,SP,0.0,31,mais de 30 dias,Sudeste,,Não informado
engenheiro de machine learning,Product Owner Dados Sênior,AllEasy,"São Paulo, São Paulo",25 dia(s),Não informado,product owner dados senior,senior,São Paulo,SP,0.0,25,16 a 30 dias,Sudeste,,Não informado
engenheiro de machine learning,Pessoa analista de marketing sr,Netvagas,Curitiba,5 dia(s),Não informado,pessoa analista de marketing sr,senior,Curitiba,PR,0.0,5,1 a 5 dias,Sul,,Não informado
engenheiro de machine learning,Data Scientist - Tech Lead Sr,Cayena,Trabalho remoto,mais de 30 dias,Não informado,data scientist - tech lead sr,senior,,,1.0,31,mais de 30 dias,Desconhecido,,Não informado
engenheiro de machine learning,Desenvolvedor(a) Frontend Sênior,Pix Force,Porto Alegre,mais de 30 dias,Não informado,desenvolvedor(a) frontend senior,senior,Porto Alegre,RS,0.0,31,mais de 30 dias,Sul,,Não informado
engenheiro de machine learning,Desenvolvedor Full Stack / Híbrido - RJ,CAPCO,"Rio de Janeiro, Rio de Janeiro",26 dia(s),Não informado,desenvolvedor full stack / hibrido - rj,não informado,Rio de Janeiro,RJ,0.0,26,16 a 30 dias,Sudeste,,Não informado
engenheiro de machine learning,"Cientista de Dados Sênior - Python, SQL, SAS",Capgemini,"São Paulo, São Paulo",mais de 30 dias,Não informado,"cientista de dados senior - python, sql, sas",senior,São Paulo,SP,0.0,31,mais de 30 dias,Sudeste,,Não informado
engenheiro de machine learning,Staff Backend Software Engineer - Plataformas iFood Pago (Vaga Afirmativa para Mulheres),iFood,Osasco,mais de 30 dias,Não informado,staff backend software engineer - plataformas ifood pago (vaga afirmativa para mulheres),pleno,Osasco,SP,0.0,31,mais de 30 dias,Sudeste,,Não informado
engenheiro de machine learning,Especialista Full Stack II - Tech Lead,Serasa Experian,"São Paulo, São Paulo",mais de 30 dias,Não informado,especialista full stack ii - tech lead,especialista,São Paulo,SP,0.0,31,mais de 30 dias,Sudeste,,Não informado
engenheiro de machine learning,Analista de dados sênior - people analytics | gente e gestão,Netvagas,Uberlândia,3 dia(s),Não informado,analista de dados senior - people analytics | gente e gestao,pleno,Uberlândia,MG,0.0,3,1 a 5 dias,Sudeste,,Não informado
engenheiro de machine learning,Consultor Solucoes Digitais III,Capgemini,"São Paulo, São Paulo",27 dia(s),Não informado,consultor solucoes digitais iii,não informado,São Paulo,SP,0.0,27,16 a 30 dias,Sudeste,,Não informado
engenheiro de machine learning,Desenvolvedor Full Stack Senior,VILEVE ASSISTENCIA LTDA,"Belo Horizonte, Minas Gerais",mais de 30 dias,Não informado,desenvolvedor full stack senior,senior,Belo Horizonte,MG,0.0,31,mais de 30 dias,Sudeste,,Não informado
especialista em dados,Analista de Retail Ads (Blumenau-SC),Conecta Ads,Blumenau,mais de 30 dias,R$ 2 mil (fornecido pela empresa),analista de retail ads (blumenau-sc),não informado,Blumenau,SC,0.0,31,mais de 30 dias,Sul,2000.0,1k a 5k
especialista em dados,Marketing,TUDO DE FILTRO,"São José dos Campos, São Paulo",mais de 30 dias,R$ 3 mil - R$ 5 mil (fornecido pela empresa),marketing,não informado,São José dos Campos,SP,0.0,31,mais de 30 dias,Sudeste,4000.0,1k a 5k
especialista em dados,ESPECIALISTA DE SUCESSO DO CLIENTE,FINCH,"São Paulo, São Paulo",5 dia(s),R$ 7 mil (fornecido pela empresa),especialista de sucesso do cliente,especialista,São Paulo,SP,0.0,5,1 a 5 dias,Sudeste,7000.0,5k a 10k
especialista em dados,Especialista em Marketing Digital,Confidencial,"Belo Horizonte, Minas Gerais",7 dia(s),R$ 12 mil (fornecido pela empresa),especialista em marketing digital,especialista,Belo Horizonte,MG,0.0,7,6 a 15 dias,Sudeste,12000.0,10k a 15k
especialista em dados,Agente de prospecção,Slim Vidros,Palhoça,mais de 30 dias,R$ 10 mil - R$ 12 mil (fornecido pela empresa),agente de prospeccao,não informado,Palhoça,SC,0.0,31,mais de 30 dias,Sul,11000.0,10k a 15k
especialista em dados,Especialista em Engenharia de Dados I,Grupo Boticário,Trabalho remoto,mais de 30 dias,R$ 8 mil (fornecido pela empresa),especialista em engenharia de dados i,especialista,,,1.0,31,mais de 30 dias,Desconhecido,8000.0,5k a 10k
especialista em dados,Especialista em Atendimento ao Cliente,MW INSPEÇÃO DE QUALIDADE,"Campinas, São Paulo",20 dia(s),R$ 7 mil (fornecido pela empresa),especialista em atendimento ao cliente,especialista,Campinas,SP,0.0,20,16 a 30 dias,Sudeste,7000.0,5k a 10k
especialista em dados,SENAI - Especialista em Educação Profissional - Centro Universitário - São Paulo | 471-2025,SESI SENAI SP,"São Paulo, São Paulo",24h,R$ 2 mil (fornecido pela empresa),senai - especialista em educacao profissional - centro universitario - sao paulo | 471-2025,especialista,São Paulo,SP,0.0,1,1 a 5 dias,Sudeste,2000.0,1k a 5k
especialista em dados,Especialista em Voz do Cliente (VoC) e Customer Insights,Conta Azul,Trabalho remoto,3 dia(s),R$ 3 mil - R$ 4 mil (fornecido pela empresa),especialista em voz do cliente (voc) e customer insights,especialista,,,1.0,3,1 a 5 dias,Desconhecido,3500.0,1k a 5k
especialista em dados,ESPECIALISTA EM BUSINESS INTELLIGENCE,Funcional Health Tech,Trabalho remoto,5 dia(s),R$ 5 mil (fornecido pela empresa),especialista em business intelligence,especialista,,,1.0,5,1 a 5 dias,Desconhecido,5000.0,1k a 5k
especialista em dados,Especialista em Integração de Dados,Premiersoft,Trabalho remoto,27 dia(s),R$ 6 mil (fornecido pela empresa),especialista em integracao de dados,especialista,,,1.0,27,16 a 30 dias,Desconhecido,6000.0,5k a 10k
especialista em dados,ESPECIALISTA PEDAGOGICO - EFAF,Bernoulli Educação,Trabalho remoto,5 dia(s),R$ 4 mil (fornecido pela empresa),especialista pedagogico - efaf,especialista,,,1.0,5,1 a 5 dias,Desconhecido,4000.0,1k a 5k
especialista em dados,Especialista em Custos,Thomas Case,Barueri,2 dia(s),R$ 8 mil - R$ 14 mil (fornecido pela empresa),especialista em custos,especialista,Barueri,SP,0.0,2,1 a 5 dias,Sudeste,11000.0,10k a 15k
especialista em dados,Especialista em Recrutamento e Seleção com Experiência em Mercado Financeiro,EQI,Trabalho remoto,27 dia(s),R$ 7 mil (fornecido pela empresa),especialista em recrutamento e selecao com experiencia em mercado financeiro,especialista,,,1.0,27,16 a 30 dias,Desconhecido,7000.0,5k a 10k
